ROWNUM;NAME;ADDRESS;X;Y;OPLATA;MESTO;VHOD;VNUTR;UNIVERS_USLUGA;GLOBALID;
993;"Метро-улица";"Комсомольский просп. 28 корп. стр. Фрунзенская ст. м. МДМ";"37,580763";"55,727413";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837092";
994;"Метро-улица";"Комсомольский просп. 28 корп. стр. Фрунзенская ст. м. МДМ";"37,581141";"55,727051";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837093";
995;"Школа";"Гримау ул. 6 а корп.;стр.;гимназия 45";"37,579704";"55,691628";"Карты";"Школа";"Нет";"Да";"Нет";"90837094";
996;"Ул.Кабина";"Ленинградский просп. 1 корп. стр.";"37,580712";"55,777737";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837095";
997;"Ул.Кабина";"Ленинградский просп. 1 корп. стр.";"37,580483";"55,777853";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837096";
998;"Ул.Кабина";"Ленинградский просп. 1 корп. стр.";"37,580582";"55,777806";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837097";
999;"Школа";"Путевой пр. 10 корп. стр. Школа 305";"37,580014";"55,8753";"Карты";"Школа";"Нет";"Да";"Нет";"90837098";
1000;"Школа";"Перекопская ул. 7 корп.3 стр. ШКОЛА 531";"37,580095";"55,656963";"Карты";"Школа";"Нет";"Да";"Нет";"90837099";
1001;"Ул.Кабина";"Ленинградский просп. 10 корп. стр.";"37,580047";"55,779521";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837100";
1002;"Метро-вистебюль";"Дмитровская ст. м. корп. стр.";"37,581667";"55,808118";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837101";
1003;"Организация";"Черемушкинская Б. ул. 38 корп. стр. Дом пионеров и школьников";"37,580582";"55,678932";"Карты";"Организация";"Нет";"Да";"Нет";"90837102";
1004;"Школа";"Хользунов пер. 8 корп. стр. школа 40";"37,580322";"55,729889";"Карты";"Школа";"Нет";"Да";"Нет";"90837103";
1005;"Рынок";"Старокачаловская ул. 5 а корп.;стр.;";"37,580677";"55,570205";"Карты";"Рынок";"Да";"Нет";"Да";"90837104";
1006;"Школа";"Старобитцевская ул. 17 б корп.;стр.;школа ""МОЦАРТ""";"37,580709";"55,5758";"Карты";"Школа";"Нет";"Да";"Нет";"90837105";
1007;"Школа";"Новгородская ул. 6 корп. стр. Школа";"37,5807";"55,8925";"Карты";"Школа";"Нет";"Да";"Нет";"90837106";
1008;"Ул.Кабина";"Кудринская пл. 1 корп. стр.1";"37,580758";"55,759724";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837107";
1009;"Школа";"Красного Маяка ул. 13 а корп.;стр.;школа 652";"37,581132";"55,610478";"Карты";"Школа";"Нет";"Да";"Нет";"90837108";
1010;"Школа";"Новгородская ул. 26 корп. стр. Школа 219";"37,580887";"55,901902";"Карты";"Школа";"Нет";"Да";"Нет";"90837109";
1011;"Ул.Кабина";"Смоленская пл. 1/4 корп. стр.";"37,581996";"55,746906";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837110";
1012;"Организация";"Вятская ул. 29/31 корп. стр. Школа 671";"37,581035";"55,797835";"Карты";"Организация";"Нет";"Да";"Нет";"90837111";
1013;"Больница";"Россолимо ул. 11 корп. стр. проф.забол., между 1и2 эт.";"37,581668";"55,734037";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837112";
1014;"Школа";"Новгородская ул. 12 корп. стр. Школа 665";"37,581226";"55,894974";"Карты";"Школа";"Нет";"Да";"Нет";"90837113";
1015;"Метро-улица";"Баррикадная ст. м. корп. стр. у выхода";"37,581693";"55,760801";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837114";
1016;"Метро-улица";"Баррикадная ст. м. корп. стр. у выхода";"37,58168";"55,760782";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837115";
1017;"Метро-вистебюль";"Баррикадная ст. м. корп. стр.";"37,581369";"55,760887";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837116";
1018;"Больница";"Россолимо ул. 11 корп. стр. нервная, жен. отд., 3 эт.";"37,581301";"55,734985";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837117";
1019;"Больница";"Россолимо ул. 11 корп. стр. глазная, 7 эт.";"37,582346";"55,734218";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837118";
1020;"Больница";"Россолимо ул. 11 корп. стр. глазная, 8 эт.";"37,582557";"55,734315";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837119";
1021;"Больница";"Россолимо ул. 11 корп. стр. глазная, 9 эт.";"37,58235";"55,734257";"Карты+монеты";"Больница";"Нет";"Нет";"Нет";"90837120";
1022;"Ул.Кабина";"Грузинская Б. ул. 54 корп. стр.";"37,583175";"55,77088";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837121";
1023;"Ул.Кабина";"Фонвизина ул. 2/14 корп. стр.";"37,58117";"55,818699";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837122";
1024;"Школа";"Новгородская ул. 8 корп. стр. Школа 1416";"37,581377";"55,89332";"Карты";"Школа";"Нет";"Да";"Нет";"90837123";
1025;"Ул.Кабина";"Грузинский вал ул. 26 корп. стр.";"37,582198";"55,774779";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837124";
1026;"Ул.Кабина";"Бутырская ул. 86 корп. стр. МСЧ-17";"37,581855";"55,807369";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837125";
1027;"Метро-улица";"Баррикадная ул. 8 корп. стр. Баррикадная ст. м. площадь";"37,580717";"55,760656";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837126";
1028;"Ул.Кабина";"Вавилова ул. 15 корп. стр.";"37,580765";"55,70243";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837127";
1029;"Ул.Кабина";"Фрунзенская 2-я ул. 10 корп. стр.";"37,581091";"55,72365";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837128";
1030;"Ул.Кабина";"Смоленская пл. 13/21 корп. стр.";"37,58231";"55,748991";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837129";
1031;"Ул.Кабина";"Новинский бульв. 1/2 корп. стр.";"37,582526";"55,75056";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837130";
1032;"Ул.Кабина";"Ленинградский просп. 4 корп. стр.";"37,58188";"55,778773";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837131";
1033;"Ул.Кабина";"Новинский бульв. 9 корп. стр.";"37,582874";"55,752895";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837132";
1034;"Метро-вистебюль";"Смоленская ст.м. корп. стр. филевск. лин., на выходе";"37,5837";"55,74771";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837133";
1035;"Метро-вистебюль";"Смоленская ст.м. корп. стр. фил. лин., вход";"37,582113";"55,749091";"Карты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837134";
1036;"Ул.Кабина";"Баррикадная ул. 4 корп. стр.";"37,581624";"55,75996";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837135";
1037;"Школа";"Новинский бульв. 3 корп. стр. гимназия";"37,582199";"55,75109";"Карты";"Школа";"Нет";"Да";"Нет";"90837136";
1038;"Ул.Кабина";"Смоленская пл. 13/31 корп. стр.";"37,58234";"55,749218";"Карты+монеты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837137";
1039;"Ул.Кабина";"Тверская застава пл. 3 корп. стр. издательство ""Недра""";"37,582642";"55,775534";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837138";
1040;"Ул.Кабина";"Тишинская пл. 3 корп. стр.";"37,58167";"55,769589";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837139";
1041;"Школа";"Милашенкова ул. 10 в корп.;стр.;Школа 968";"37,585617";"55,825819";"Карты";"Школа";"Нет";"Да";"Нет";"90837140";
1042;"Метро-вистебюль";"Белорусская ст. м. корп. стр. радиальн.";"37,582212";"55,777389";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837141";
1043;"Метро-вистебюль";"Белорусская ст. м. корп. стр. вых. на Лесную ул.";"37,585902";"55,777496";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837142";
1044;"Метро-улица";"Белорусская ст. м. корп. стр. кольцевая, вых. к вокзалу";"37,582583";"55,775188";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837143";
1045;"Метро";"Белорусская ст. м. корп. стр. кольц. Вых к вокзалу";"37,582545";"55,775175";"Карты+монеты";"Метро";"Нет";"Нет";"Нет";"90837144";
1046;"Метро-вистебюль";"Белорусская ст. м. корп. стр. вых. на Лесную ул.";"37,585946";"55,777515";"Карты+монеты";"Метро-вистебюль";"Нет";"Нет";"Нет";"90837145";
1047;"Метро-улица";"Белорусская ст. м. корп. стр. кольц. вых. на Лесную ул.";"37,585807";"55,777502";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837146";
1048;"Метро-улица";"Белорусская ст. м. корп. стр. радиальн.";"37,582219";"55,777566";"Карты+монеты";"Метро-улица";"Нет";"Нет";"Нет";"90837147";
1049;"Метро-улица";"Белорусская ст. м. корп. стр. кольц. вых. к вокзалу";"37,582665";"55,775358";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837148";
1050;"Метро-улица";"Белорусская ст. м. корп. стр. радиальн.";"37,582364";"55,777495";"Карты";"Метро-улица";"Нет";"Нет";"Нет";"90837149";
1051;"Метро-улица";"Белорусская ст. м. корп. стр. кольцевая,выход на ул.Лесная,ул.Р/К";"37,585739";"55,777496";"Карты";"Метро-улица";"Да";"Нет";"Да";"90837150";
1052;"Ул.Кабина";"Смоленская Сенная пл. 23/25 корп. стр.";"37,582851";"55,744629";"Карты";"Ул.Кабина";"Да";"Нет";"Да";"90837151";
1053;"Ул.Кабина";"Смоленская Сенная пл. 23/25 корп. стр. у кино ""Стрела""";"37,583052";"55,744139";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837152";
1054;"Ул.Кабина";"Смоленская Сенная пл. 23/25 корп. стр.";"37,582931";"55,744488";"Карты";"Ул.Кабина";"Нет";"Нет";"Нет";"90837153";
1055;"Школа";"Зоологическая ул. 18 корп. стр. школа искусств СТАРТ";"37,582862";"55,765136";"Карты";"Школа";"Нет";"Да";"Нет";"90837154";
1056;"Школа";"Яблочкова ул. 10 корп. стр. Школа 1236";"37,582353";"55,817384";"Карты";"Школа";"Нет";"Да";"Нет";"90837155";
